od620,row,column,hour,testid,media,taxa,well,experiment,hour.exp,sp_id,bac_sp,sp_full
0.38,B,12,23,375,1%-Keratin,Sp.2,B12,1,23,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.379,C,12,23,375,1%-Keratin,Sp.3,C12,1,23,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.379,D,12,23,375,1%-Keratin,blank,D12,1,23,NA,NA,NA - NA
0.499,A,7,23,375,13d-Keratin,Sp.1,A7,1,23,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.37,B,7,23,375,13d-Keratin,Sp.2,B7,1,23,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.431,C,7,23,375,13d-Keratin,Sp.3,C7,1,23,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.353,D,7,23,375,13d-Keratin,blank,D7,1,23,NA,NA,NA - NA
0.497,A,8,23,375,13d-Keratin,Sp.1,A8,1,23,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.372,B,8,23,375,13d-Keratin,Sp.2,B8,1,23,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.445,C,8,23,375,13d-Keratin,Sp.3,C8,1,23,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.358,D,8,23,375,13d-Keratin,blank,D8,1,23,NA,NA,NA - NA
0.494,A,9,23,375,13d-Keratin,Sp.1,A9,1,23,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.373,B,9,23,375,13d-Keratin,Sp.2,B9,1,23,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.451,C,9,23,375,13d-Keratin,Sp.3,C9,1,23,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.372,D,9,23,375,13d-Keratin,blank,D9,1,23,NA,NA,NA - NA
0.525,A,1,23,375,5d-Keratin,Sp.1,A1,1,23,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.353,B,1,23,375,5d-Keratin,Sp.2,B1,1,23,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.456,C,1,23,375,5d-Keratin,Sp.3,C1,1,23,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.355,D,1,23,375,5d-Keratin,blank,D1,1,23,NA,NA,NA - NA
0.501,A,2,23,375,5d-Keratin,Sp.1,A2,1,23,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.332,B,2,23,375,5d-Keratin,Sp.2,B2,1,23,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.427,C,2,23,375,5d-Keratin,Sp.3,C2,1,23,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.327,D,2,23,375,5d-Keratin,blank,D2,1,23,NA,NA,NA - NA
0.496,A,3,23,375,5d-Keratin,Sp.1,A3,1,23,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.329,B,3,23,375,5d-Keratin,Sp.2,B3,1,23,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.427,C,3,23,375,5d-Keratin,Sp.3,C3,1,23,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.331,D,3,23,375,5d-Keratin,blank,D3,1,23,NA,NA,NA - NA
0.548,A,4,23,375,9d-Keratin,Sp.1,A4,1,23,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.341,B,4,23,375,9d-Keratin,Sp.2,B4,1,23,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.407,C,4,23,375,9d-Keratin,Sp.3,C4,1,23,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.336,D,4,23,375,9d-Keratin,blank,D4,1,23,NA,NA,NA - NA
0.55,A,5,23,375,9d-Keratin,Sp.1,A5,1,23,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.341,B,5,23,375,9d-Keratin,Sp.2,B5,1,23,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.395,C,5,23,375,9d-Keratin,Sp.3,C5,1,23,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.346,D,5,23,375,9d-Keratin,blank,D5,1,23,NA,NA,NA - NA
0.567,A,6,23,375,9d-Keratin,Sp.1,A6,1,23,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.368,B,6,23,375,9d-Keratin,Sp.2,B6,1,23,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.415,C,6,23,375,9d-Keratin,Sp.3,C6,1,23,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.361,D,6,23,375,9d-Keratin,blank,D6,1,23,NA,NA,NA - NA
0.237,E,1,23,375,M9,blank,E1,1,23,NA,NA,NA - NA
0.246,F,1,23,375,M9,Sp.1,F1,1,23,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.25,G,1,23,375,M9,Sp.2,G1,1,23,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.223,H,1,23,375,M9,Sp.3,H1,1,23,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.299,E,2,23,375,M9,blank,E2,1,23,NA,NA,NA - NA
0.336,F,2,23,375,M9,Sp.1,F2,1,23,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.252,G,2,23,375,M9,Sp.2,G2,1,23,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.276,H,2,23,375,M9,Sp.3,H2,1,23,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.286,E,3,23,375,M9,blank,E3,1,23,NA,NA,NA - NA
0.338,F,3,23,375,M9,Sp.1,F3,1,23,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.282,G,3,23,375,M9,Sp.2,G3,1,23,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.274,H,3,23,375,M9,Sp.3,H3,1,23,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.363,A,10,24,375,1%-Keratin,Sp.1,A10,1,24,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.366,B,10,24,375,1%-Keratin,Sp.2,B10,1,24,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.39,C,10,24,375,1%-Keratin,Sp.3,C10,1,24,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.369,D,10,24,375,1%-Keratin,blank,D10,1,24,NA,NA,NA - NA
0.368,A,11,24,375,1%-Keratin,Sp.1,A11,1,24,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.373,B,11,24,375,1%-Keratin,Sp.2,B11,1,24,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.382,C,11,24,375,1%-Keratin,Sp.3,C11,1,24,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.377,D,11,24,375,1%-Keratin,blank,D11,1,24,NA,NA,NA - NA
0.368,A,12,24,375,1%-Keratin,Sp.1,A12,1,24,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.381,B,12,24,375,1%-Keratin,Sp.2,B12,1,24,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.38,C,12,24,375,1%-Keratin,Sp.3,C12,1,24,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.383,D,12,24,375,1%-Keratin,blank,D12,1,24,NA,NA,NA - NA
0.5,A,7,24,375,13d-Keratin,Sp.1,A7,1,24,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.37,B,7,24,375,13d-Keratin,Sp.2,B7,1,24,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.447,C,7,24,375,13d-Keratin,Sp.3,C7,1,24,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.357,D,7,24,375,13d-Keratin,blank,D7,1,24,NA,NA,NA - NA
0.501,A,8,24,375,13d-Keratin,Sp.1,A8,1,24,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.375,B,8,24,375,13d-Keratin,Sp.2,B8,1,24,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.456,C,8,24,375,13d-Keratin,Sp.3,C8,1,24,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.363,D,8,24,375,13d-Keratin,blank,D8,1,24,NA,NA,NA - NA
0.495,A,9,24,375,13d-Keratin,Sp.1,A9,1,24,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.374,B,9,24,375,13d-Keratin,Sp.2,B9,1,24,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.464,C,9,24,375,13d-Keratin,Sp.3,C9,1,24,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.371,D,9,24,375,13d-Keratin,blank,D9,1,24,NA,NA,NA - NA
0.524,A,1,24,375,5d-Keratin,Sp.1,A1,1,24,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.357,B,1,24,375,5d-Keratin,Sp.2,B1,1,24,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.47,C,1,24,375,5d-Keratin,Sp.3,C1,1,24,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.363,D,1,24,375,5d-Keratin,blank,D1,1,24,NA,NA,NA - NA
0.503,A,2,24,375,5d-Keratin,Sp.1,A2,1,24,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.33,B,2,24,375,5d-Keratin,Sp.2,B2,1,24,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.441,C,2,24,375,5d-Keratin,Sp.3,C2,1,24,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.326,D,2,24,375,5d-Keratin,blank,D2,1,24,NA,NA,NA - NA
0.499,A,3,24,375,5d-Keratin,Sp.1,A3,1,24,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.336,B,3,24,375,5d-Keratin,Sp.2,B3,1,24,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.449,C,3,24,375,5d-Keratin,Sp.3,C3,1,24,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.328,D,3,24,375,5d-Keratin,blank,D3,1,24,NA,NA,NA - NA
0.554,A,4,24,375,9d-Keratin,Sp.1,A4,1,24,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.348,B,4,24,375,9d-Keratin,Sp.2,B4,1,24,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.421,C,4,24,375,9d-Keratin,Sp.3,C4,1,24,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.341,D,4,24,375,9d-Keratin,blank,D4,1,24,NA,NA,NA - NA
0.556,A,5,24,375,9d-Keratin,Sp.1,A5,1,24,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.342,B,5,24,375,9d-Keratin,Sp.2,B5,1,24,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.413,C,5,24,375,9d-Keratin,Sp.3,C5,1,24,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.349,D,5,24,375,9d-Keratin,blank,D5,1,24,NA,NA,NA - NA
0.571,A,6,24,375,9d-Keratin,Sp.1,A6,1,24,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.366,B,6,24,375,9d-Keratin,Sp.2,B6,1,24,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.429,C,6,24,375,9d-Keratin,Sp.3,C6,1,24,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.364,D,6,24,375,9d-Keratin,blank,D6,1,24,NA,NA,NA - NA
0.242,E,1,24,375,M9,blank,E1,1,24,NA,NA,NA - NA
0.258,F,1,24,375,M9,Sp.1,F1,1,24,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.264,G,1,24,375,M9,Sp.2,G1,1,24,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.235,H,1,24,375,M9,Sp.3,H1,1,24,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.299,E,2,24,375,M9,blank,E2,1,24,NA,NA,NA - NA
0.343,F,2,24,375,M9,Sp.1,F2,1,24,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.25,G,2,24,375,M9,Sp.2,G2,1,24,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.277,H,2,24,375,M9,Sp.3,H2,1,24,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.296,E,3,24,375,M9,blank,E3,1,24,NA,NA,NA - NA
0.335,F,3,24,375,M9,Sp.1,F3,1,24,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.28,G,3,24,375,M9,Sp.2,G3,1,24,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.272,H,3,24,375,M9,Sp.3,H3,1,24,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.364,A,10,25,375,1%-Keratin,Sp.1,A10,1,25,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.365,B,10,25,375,1%-Keratin,Sp.2,B10,1,25,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.395,C,10,25,375,1%-Keratin,Sp.3,C10,1,25,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.369,D,10,25,375,1%-Keratin,blank,D10,1,25,NA,NA,NA - NA
0.368,A,11,25,375,1%-Keratin,Sp.1,A11,1,25,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.376,B,11,25,375,1%-Keratin,Sp.2,B11,1,25,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.383,C,11,25,375,1%-Keratin,Sp.3,C11,1,25,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.38,D,11,25,375,1%-Keratin,blank,D11,1,25,NA,NA,NA - NA
0.378,A,12,25,375,1%-Keratin,Sp.1,A12,1,25,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.386,B,12,25,375,1%-Keratin,Sp.2,B12,1,25,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.384,C,12,25,375,1%-Keratin,Sp.3,C12,1,25,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.384,D,12,25,375,1%-Keratin,blank,D12,1,25,NA,NA,NA - NA
0.5,A,7,25,375,13d-Keratin,Sp.1,A7,1,25,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.37,B,7,25,375,13d-Keratin,Sp.2,B7,1,25,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.46,C,7,25,375,13d-Keratin,Sp.3,C7,1,25,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.36,D,7,25,375,13d-Keratin,blank,D7,1,25,NA,NA,NA - NA
0.499,A,8,25,375,13d-Keratin,Sp.1,A8,1,25,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.375,B,8,25,375,13d-Keratin,Sp.2,B8,1,25,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.472,C,8,25,375,13d-Keratin,Sp.3,C8,1,25,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.365,D,8,25,375,13d-Keratin,blank,D8,1,25,NA,NA,NA - NA
0.497,A,9,25,375,13d-Keratin,Sp.1,A9,1,25,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.375,B,9,25,375,13d-Keratin,Sp.2,B9,1,25,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.481,C,9,25,375,13d-Keratin,Sp.3,C9,1,25,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.377,D,9,25,375,13d-Keratin,blank,D9,1,25,NA,NA,NA - NA
0.524,A,1,25,375,5d-Keratin,Sp.1,A1,1,25,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.361,B,1,25,375,5d-Keratin,Sp.2,B1,1,25,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.488,C,1,25,375,5d-Keratin,Sp.3,C1,1,25,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.366,D,1,25,375,5d-Keratin,blank,D1,1,25,NA,NA,NA - NA
0.505,A,2,25,375,5d-Keratin,Sp.1,A2,1,25,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.332,B,2,25,375,5d-Keratin,Sp.2,B2,1,25,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.458,C,2,25,375,5d-Keratin,Sp.3,C2,1,25,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.331,D,2,25,375,5d-Keratin,blank,D2,1,25,NA,NA,NA - NA
0.499,A,3,25,375,5d-Keratin,Sp.1,A3,1,25,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.332,B,3,25,375,5d-Keratin,Sp.2,B3,1,25,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.462,C,3,25,375,5d-Keratin,Sp.3,C3,1,25,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.333,D,3,25,375,5d-Keratin,blank,D3,1,25,NA,NA,NA - NA
0.558,A,4,25,375,9d-Keratin,Sp.1,A4,1,25,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.346,B,4,25,375,9d-Keratin,Sp.2,B4,1,25,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.435,C,4,25,375,9d-Keratin,Sp.3,C4,1,25,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.342,D,4,25,375,9d-Keratin,blank,D4,1,25,NA,NA,NA - NA
0.56,A,5,25,375,9d-Keratin,Sp.1,A5,1,25,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.345,B,5,25,375,9d-Keratin,Sp.2,B5,1,25,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.428,C,5,25,375,9d-Keratin,Sp.3,C5,1,25,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.351,D,5,25,375,9d-Keratin,blank,D5,1,25,NA,NA,NA - NA
0.571,A,6,25,375,9d-Keratin,Sp.1,A6,1,25,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.367,B,6,25,375,9d-Keratin,Sp.2,B6,1,25,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.446,C,6,25,375,9d-Keratin,Sp.3,C6,1,25,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.364,D,6,25,375,9d-Keratin,blank,D6,1,25,NA,NA,NA - NA
0.247,E,1,25,375,M9,blank,E1,1,25,NA,NA,NA - NA
0.256,F,1,25,375,M9,Sp.1,F1,1,25,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.249,G,1,25,375,M9,Sp.2,G1,1,25,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.221,H,1,25,375,M9,Sp.3,H1,1,25,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.29,E,2,25,375,M9,blank,E2,1,25,NA,NA,NA - NA
0.342,F,2,25,375,M9,Sp.1,F2,1,25,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.26,G,2,25,375,M9,Sp.2,G2,1,25,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.272,H,2,25,375,M9,Sp.3,H2,1,25,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.301,E,3,25,375,M9,blank,E3,1,25,NA,NA,NA - NA
0.337,F,3,25,375,M9,Sp.1,F3,1,25,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.28,G,3,25,375,M9,Sp.2,G3,1,25,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.271,H,3,25,375,M9,Sp.3,H3,1,25,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.368,A,10,26,375,1%-Keratin,Sp.1,A10,1,26,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.364,B,10,26,375,1%-Keratin,Sp.2,B10,1,26,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.396,C,10,26,375,1%-Keratin,Sp.3,C10,1,26,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.371,D,10,26,375,1%-Keratin,blank,D10,1,26,NA,NA,NA - NA
0.37,A,11,26,375,1%-Keratin,Sp.1,A11,1,26,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.371,B,11,26,375,1%-Keratin,Sp.2,B11,1,26,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.383,C,11,26,375,1%-Keratin,Sp.3,C11,1,26,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.378,D,11,26,375,1%-Keratin,blank,D11,1,26,NA,NA,NA - NA
0.379,A,12,26,375,1%-Keratin,Sp.1,A12,1,26,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.383,B,12,26,375,1%-Keratin,Sp.2,B12,1,26,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.39,C,12,26,375,1%-Keratin,Sp.3,C12,1,26,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.385,D,12,26,375,1%-Keratin,blank,D12,1,26,NA,NA,NA - NA
0.501,A,7,26,375,13d-Keratin,Sp.1,A7,1,26,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.373,B,7,26,375,13d-Keratin,Sp.2,B7,1,26,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.475,C,7,26,375,13d-Keratin,Sp.3,C7,1,26,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.358,D,7,26,375,13d-Keratin,blank,D7,1,26,NA,NA,NA - NA
0.5,A,8,26,375,13d-Keratin,Sp.1,A8,1,26,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.372,B,8,26,375,13d-Keratin,Sp.2,B8,1,26,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.486,C,8,26,375,13d-Keratin,Sp.3,C8,1,26,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.364,D,8,26,375,13d-Keratin,blank,D8,1,26,NA,NA,NA - NA
0.497,A,9,26,375,13d-Keratin,Sp.1,A9,1,26,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.372,B,9,26,375,13d-Keratin,Sp.2,B9,1,26,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.493,C,9,26,375,13d-Keratin,Sp.3,C9,1,26,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.377,D,9,26,375,13d-Keratin,blank,D9,1,26,NA,NA,NA - NA
0.523,A,1,26,375,5d-Keratin,Sp.1,A1,1,26,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.366,B,1,26,375,5d-Keratin,Sp.2,B1,1,26,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.51,C,1,26,375,5d-Keratin,Sp.3,C1,1,26,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.368,D,1,26,375,5d-Keratin,blank,D1,1,26,NA,NA,NA - NA
0.507,A,2,26,375,5d-Keratin,Sp.1,A2,1,26,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.336,B,2,26,375,5d-Keratin,Sp.2,B2,1,26,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.474,C,2,26,375,5d-Keratin,Sp.3,C2,1,26,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.332,D,2,26,375,5d-Keratin,blank,D2,1,26,NA,NA,NA - NA
0.5,A,3,26,375,5d-Keratin,Sp.1,A3,1,26,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.339,B,3,26,375,5d-Keratin,Sp.2,B3,1,26,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.486,C,3,26,375,5d-Keratin,Sp.3,C3,1,26,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.338,D,3,26,375,5d-Keratin,blank,D3,1,26,NA,NA,NA - NA
0.562,A,4,26,375,9d-Keratin,Sp.1,A4,1,26,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.343,B,4,26,375,9d-Keratin,Sp.2,B4,1,26,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.449,C,4,26,375,9d-Keratin,Sp.3,C4,1,26,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.344,D,4,26,375,9d-Keratin,blank,D4,1,26,NA,NA,NA - NA
0.562,A,5,26,375,9d-Keratin,Sp.1,A5,1,26,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.34,B,5,26,375,9d-Keratin,Sp.2,B5,1,26,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.442,C,5,26,375,9d-Keratin,Sp.3,C5,1,26,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.352,D,5,26,375,9d-Keratin,blank,D5,1,26,NA,NA,NA - NA
0.573,A,6,26,375,9d-Keratin,Sp.1,A6,1,26,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.369,B,6,26,375,9d-Keratin,Sp.2,B6,1,26,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.459,C,6,26,375,9d-Keratin,Sp.3,C6,1,26,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.368,D,6,26,375,9d-Keratin,blank,D6,1,26,NA,NA,NA - NA
0.247,E,1,26,375,M9,blank,E1,1,26,NA,NA,NA - NA
0.25,F,1,26,375,M9,Sp.1,F1,1,26,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.25,G,1,26,375,M9,Sp.2,G1,1,26,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.221,H,1,26,375,M9,Sp.3,H1,1,26,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.292,E,2,26,375,M9,blank,E2,1,26,NA,NA,NA - NA
0.348,F,2,26,375,M9,Sp.1,F2,1,26,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.253,G,2,26,375,M9,Sp.2,G2,1,26,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.266,H,2,26,375,M9,Sp.3,H2,1,26,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.304,E,3,26,375,M9,blank,E3,1,26,NA,NA,NA - NA
0.332,F,3,26,375,M9,Sp.1,F3,1,26,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.279,G,3,26,375,M9,Sp.2,G3,1,26,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.271,H,3,26,375,M9,Sp.3,H3,1,26,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.368,A,10,27,375,1%-Keratin,Sp.1,A10,1,27,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.363,B,10,27,375,1%-Keratin,Sp.2,B10,1,27,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.403,C,10,27,375,1%-Keratin,Sp.3,C10,1,27,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.371,D,10,27,375,1%-Keratin,blank,D10,1,27,NA,NA,NA - NA
0.37,A,11,27,375,1%-Keratin,Sp.1,A11,1,27,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.373,B,11,27,375,1%-Keratin,Sp.2,B11,1,27,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.386,C,11,27,375,1%-Keratin,Sp.3,C11,1,27,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.38,D,11,27,375,1%-Keratin,blank,D11,1,27,NA,NA,NA - NA
0.377,A,12,27,375,1%-Keratin,Sp.1,A12,1,27,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
